,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
174,"Gödel, Escher, Bach: An Eternal Golden Braid",4.29,47351,2095,3.0,English,756 pages,Paperback,Published 1999 by Basic Books (first published April 1979),Science,Douglas R. Hofstadter
175,Drawn Together,4.42,5420,1119,3.0,English,34 pages,Hardcover,"Published June 5th 2018 by Little, Brown Books for Young Readers",Childrens,Minh Lê
176,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,4.15,203782,8385,4.0,English,178 pages,Paperback,Published June 2nd 2003 by Walker Books Ltd (first published 1967),Fiction,E.L. Konigsburg
177,The Man Who Made Vermeers: Unvarnishing the Legend of Master Forger Han van Meegeren,3.77,8488,119,2.0,English,340 pages,Hardcover,"Published September 8th 2008 by Harcourt, Inc. (first published July 28th 2008)",Art,Jonathan Lopez
178,The Doré Illustrations for Dante's Divine Comedy,4.30,4129,78,,English,144 pages,Paperback,Published June 1st 1976 by Dover Publications,Art,Gustave Doré
179,The Moon and Sixpence,4.13,22260,1566,,English,192 pages,Paperback,Published August 1st 2005 by Aegypan (first published April 15th 1919),Fiction,W. Somerset Maugham
180,"Egon Schiele, 1890-1918: The Midnight Soul of the Artist",4.26,5239,27,,English,96 pages,Paperback,Published May 17th 2000 by Taschen (first published February 1st 1994),Art,Reinhard Steiner
181,Life with Picasso,4.09,3682,295,,English,358 pages,Paperback,Published 1990 by Virago (London) (first published January 1st 1964),Art,Françoise Gilot
182,Painting and Experience in Fifteenth-Century Italy: A Primer in the Social History of Pictorial Style,3.96,2867,63,,English,192 pages,Paperback,Published July 28th 1988 by Oxford University Press (first published 1972),Art,Michael Baxandall
183,The Iridescence of Birds: A Book About Henri Matisse,4.06,1790,276,,English,40 pages,Hardcover,Published October 14th 2014 by Roaring Brook Press,Childrens,Patricia MacLachlan
184,"Women, Art, and Society",3.96,2546,36,,English,512 pages,Paperback,Published March 26th 2007 by Thames Hudson (first published March 1st 1990),Art,Whitney Chadwick
185,"Leonora Carrington: Surrealism, Alchemy and Art",4.35,917,47,,English,160 pages,Hardcover,Published October 15th 2004 by Ben Uri Gallery & Museum (first published 2004),Art,Susan L. Aberth
186,Hopper,4.10,3710,51,,English,96 pages,Paperback,Published May 26th 2000 by Benedikt Taschen Verlag GmbH (first published 1990),Art,Rolf Günter Renner
187,How to Draw Comics the Marvel Way,4.02,7703,137,,English,192 pages,Paperback,Published September 14th 1984 by Atria Books (first published December 1st 1977),Art,Stan Lee
188,The Gift,3.95,2797,421,,English,327 pages,Paperback,Published February 12th 1983 by Vintage Books USA (first published 1979),Nonfiction,Lewis Hyde
189,I Ain't Gonna Paint No More!,4.27,11688,977,2.0,English,32 pages,Hardcover,Published April 1st 2005 by Harcourt,Childrens,Karen Beaumont
190,But is It Art?: An Introduction to Art Theory,3.73,2046,110,,English,256 pages,Paperback,"Published April 4th 2002 by Oxford University Press, USA (first published January 1st 2001)",Art,Cynthia A. Freeland
191,Wreck This Journal,4.13,15338,903,,English,192 pages,Paperback,Published June 5th 2007 by Perigee Trade,Nonfiction,Keri Smith
192,The Painted Girls,3.61,34982,3258,1.0,English,357 pages,Hardcover,Published January 10th 2013 by Riverhead books/Penguin USA (first published December 18th 2012),Historical,Cathy Marie Buchanan
193,Mad Enchantment: Claude Monet and the Painting of the Water Lilies,4.02,1589,273,5.0,English,416 pages,Hardcover,Published September 6th 2016 by Bloomsbury USA,Art,Ross King
194,How to Draw What You See,4.09,2899,29,,English,178 pages,Paperback,Published September 1st 1996 by Watson-Guptill (first published January 1st 1972),Art,Rudy De Reyna
195,Monet,4.36,1797,44,,,96 pages,Paperback,Published September 24th 1996 by Benedikt Taschen Verlag (first published September 1st 1993),Art,Christoph Heinrich
196,Leonardo and the Last Supper,3.91,2663,283,2.0,English,336 pages,Hardcover,Published September 25th 2012 by Bond Street Books (first published August 1st 2012),History,Ross King
197,Goya,4.09,7581,86,,English,448 pages,Paperback,Published November 7th 2006 by Knopf Publishing Group (first published October 9th 2003),Art,Robert Hughes
198,Luncheon of the Boating Party,3.71,7851,1041,,English,434 pages,Hardcover,Published June 5th 2007 by Viking Books (first published 2007),Historical,Susan Vreeland
199,Lady Cottington's Pressed Fairy Book,4.03,16958,261,,English,64 pages,Hardcover,Published October 13th 1994 by Pavilion (first published 1994),Fantasy,Terry Jones
200,Vitamin D: New Perspectives in Drawing,3.96,5496,41,,English,352 pages,Hardcover,Published December 1st 2005 by Phaidon Press,Art,Emma Dexter
201,A History of the World in 100 Objects,4.20,8377,842,,English,707 pages,Hardcover,Published October 25th 2010 by Allen Lane (first published 2010),History,Neil MacGregor
202,Drawing Lab for Mixed-Media Artists: 52 Creative Exercises to Make Drawing Fun,4.04,7448,71,,English,144 pages,Paperback,Published July 1st 2010 by Quarry Books,Art,Carla Sonheim
203,Grapefruit: A Book of Instructions and Drawings,4.22,2338,210,,,320 pages,Hardcover,Published October 10th 2000 by Simon Schuster,Art,Yoko Ono
204,Syllabus: Notes from an Accidental Professor,4.38,2896,435,,English,200 pages,Paperback,Published October 21st 2014 by Drawn and Quarterly,Nonfiction,Lynda Barry
205,Diane Arbus: Monograph,4.02,17640,83,,English,182 pages,Paperback,Published June 15th 2005 by Aperture (first published January 1st 1972),Art,Diane Arbus
206,Manifestoes of Surrealism,3.88,2573,125,,English,320 pages,Paperback,Published April 18th 1969 by University of Michigan Press (first published 1924),Art,André Breton
207,Keeping an Eye Open: Essays on Art,3.98,1043,148,,English,276 pages,Paperback,Published May 7th 2015 by Jonathan Cape (first published 2011),Art,Julian Barnes
208,"The Rescue Artist: A True Story of Art, Thieves, and the Hunt for a Missing Masterpiece",3.78,2932,299,1.0,English,270 pages,Hardcover,Published June 28th 2005 by Harper,Nonfiction,Edward Dolnick
209,My Name Is Red,3.86,52997,4806,6.0,English,417 pages,Paperback,Published August 27th 2002 by Vintage (first published 1998),Fiction,Orhan Pamuk
210,Illuminations: Essays and Reflections,4.30,11149,291,,English,288 pages,Paperback,Published January 13th 1969 by Schocken (first published 1955),Philosophy,Walter Benjamin
211,Strapless: John Singer Sargent and the Fall of Madame X,3.92,4915,465,,English,262 pages,Paperback,Published May 3rd 2004 by Tarcherperigee (first published 2003),Art,Deborah Davis
212,Drawing Dynamic Hands,4.08,8596,20,,English,144 pages,Paperback,Published April 1st 1988 by Watson-Guptill (first published 1977),Art,Burne Hogarth
213,Une Semaine de Bonté,4.20,2721,93,,English,224 pages,Paperback,Published June 1st 1976 by Dover Publications (first published 1934),Art,Max Ernst
214,Sexual Personae: Art and Decadence from Nefertiti to Emily Dickinson,3.98,2977,283,1.0,English,736 pages,Paperback,Published September 10th 2001 by Yale University Press (first published 1990),Nonfiction,Camille Paglia
215,Color: A Course in Mastering the Art of Mixing Colors,4.01,2219,67,,English,224 pages,Paperback,Published September 23rd 2004 by TarcherPerigee,Art,Betty Edwards
216,Comics and Sequential Art,4.11,6056,138,,English,163 pages,Paperback,Published September 28th 2001 by Poorhouse Press (first published November 1st 1985),Sequential Art,Will Eisner
217,"Art Since 1900: Modernism, Antimodernism, Postmodernism",4.27,586,24,,English,704 pages,Hardcover,Published March 15th 2005 by Thames & Hudson (first published March 1st 2005),Art,Hal Foster
218,Civilisation,4.26,1610,130,,English,360 pages,Paperback,Published 1980 by BBC Books / John Murray (first published 1969),History,Kenneth Clark
219,Blue: The History of a Color,3.98,1363,110,,English,216 pages,Hardcover,Published October 1st 2001 by Princeton University Press (first published 2000),Art,Michel Pastoureau
220,The Art of Looking Sideways,4.11,6612,113,,,533 pages,Hardcover,Published July 20th 2001 by Phaidon Press (first published July 17th 2001),Design,Alan Fletcher
221,Portraits: John Berger on Artists,4.36,482,41,,English,512 pages,Hardcover,Published October 5th 2015 by Verso (first published October 1st 2015),Art,John Berger
222,Beautiful Oops!,4.56,4090,450,,English,28 pages,Hardcover,Published September 23rd 2010 by Workman Publishing Company (first published September 9th 2010),Childrens,Barney Saltzberg
223,Secret Knowledge: Rediscovering the Lost Techniques of the Old Masters,4.16,2176,103,,English,336 pages,Paperback,Published October 5th 2006 by Avery (first published 2001),Art,David Hockney
224,The Private Lives of the Impressionists,3.96,2611,187,,English,368 pages,Hardcover,Published October 31st 2006 by Harper (first published 2006),Art,Sue Roe
225,"In Montmartre: Picasso, Matisse and the Birth of Modernist Art",3.77,1309,175,1.0,English,384 pages,Hardcover,Published April 21st 2015 by Penguin Press (first published July 31st 2014),Art,Sue Roe
226,"The Art of Rivalry: Four Friendships, Betrayals, and Breakthroughs in Modern Art",3.94,1597,223,,,416 pages,ebook,Published August 16th 2016 by Random House,Art,Sebastian Smee
227,Isms: Understanding Art,3.92,703,50,,English,159 pages,Turtleback,Published November 13th 2004 by Universe Publishing(NY) (first published 2004),Art,Stephen Little
228,The Art of Urban Sketching: Drawing On Location Around The World,4.25,1863,70,,English,320 pages,Paperback,Published February 1st 2012 by Quarry Books (first published January 1st 2012),Art,Gabriel Campanario
229,How to Be an Explorer of the World: Portable Life Museum,4.10,9941,271,,,208 pages,Paperback,Published October 7th 2008 by Penguin Books,Nonfiction,Keri Smith
230,What Great Paintings Say,4.43,367,32,,English,720 pages,Hardcover,Published September 9th 2007 by Taschen (first published 2000),Art,Rose-Marie Hagen
231,The Architecture of Happiness,3.86,12142,1002,,English,280 pages,Hardcover,Published October 3rd 2006 by Pantheon Books (first published 2006),Architecture,Alain de Botton
232,How to Be an Artist,3.97,2283,260,,,144 pages,Hardcover,Published March 17th 2020 by Riverhead Books,Art,Jerry Saltz
233,Linnea in Monet's Garden,4.17,3375,212,2.0,English,52 pages,Hardcover,Published October 1st 1987 by R & S Books (first published 1985),Art,Christina Björk
234,Fun with a Pencil,4.12,2314,52,,English,121 pages,Paperback,Published May 8th 1939 by Viking Books,Art,Andrew Loomis
235,The Artist's Complete Guide to Figure Drawing: A Contemporary Master Reveals the Secrets of Drawing the Human Form,4.10,9956,28,,English,160 pages,Paperback,Published June 1st 1999 by Watson-Guptill,Art,Anthony Ryder
236,Air Guitar: Essays on Art and Democracy,4.08,2310,148,,,208 pages,Paperback,Published August 2nd 1997 by Art Issues Press,Art,Dave Hickey
237,Rembrandt's Eyes,4.14,2576,67,,English,768 pages,Hardcover,Published October 25th 1999 by Allen Lane,Art,Simon Schama
238,How to Be Both,3.66,22060,2838,7.0,English,376 pages,Kindle Edition,Published September 4th 2014 by Penguin (first published August 28th 2014),Fiction,Ali Smith
239,Dynamic Figure Drawing,4.01,4502,39,,,176 pages,Paperback,Published August 1st 1996 by Watson-Guptill (first published 1970),Art,Burne Hogarth
240,The Secret Life of Salvador Dalí,4.09,2845,180,,English,432 pages,Paperback,Published March 3rd 1993 by Dover Publications (first published 1942),Art,Salvador Dalí
241,,,,,,,,,,,
242,Point and Line to Plane,3.92,1356,63,,English,192 pages,Paperback,Published September 1st 1979 by Dover Publications (first published January 1926),Art,Wassily Kandinsky
243,"The Art Instinct: Beauty, Pleasure, and Human Evolution",3.82,1878,93,,English,278 pages,Hardcover,Published December 23rd 2008 by Bloomsbury Press,Art,Denis Dutton
244,"Art and Physics: Parallel Visions in Space, Time, and Light",4.14,1506,130,,English,480 pages,Paperback,Published January 28th 1993 by Harper Perennial,Art,Leonard Shlain
245,Sculpting in Time,4.51,4990,378,,English,256 pages,Paperback,Published April 1st 1989 by University of Texas Press (first published 1984),Culture,Andrei Tarkovsky
246,Old in Art School: A Memoir of Starting Over,3.49,1783,349,2.0,English,331 pages,Hardcover,Published June 19th 2018 by Counterpoint,Autobiography,Nell Irvin Painter
247,Avatar The Last Airbender: The Art of the Animated Series,4.54,24833,206,,English,184 pages,Hardcover,Published October 20th 2010 by Dark Horse Books (first published June 2010),Art,Michael Dante DiMartino
248,Letters to a Young Poet,4.30,74388,7046,1.0,English,80 pages,Paperback,Published May 8th 2002 by Dover Publications (first published 1929),Poetry,Rainer Maria Rilke
249,Keys to Drawing with Imagination: Strategies and Exercises for Gaining Confidence and Enhancing Your Creativity,4.11,3173,22,,English,192 pages,Hardcover,Published November 27th 2006 by North Light Books (first published November 13th 2006),Art,Bert Dodson
250,"Urban Watercolor Sketching: A Guide to Drawing, Painting, and Storytelling in Color",4.25,1102,125,,,155 pages,Paperback,Published March 25th 2014 by Watson-Guptill (first published January 1st 2014),Art,Felix Scheinberger
251,The Invention of Hugo Cabret,4.22,177284,15845,11.0,English,534 pages,Hardcover,Published March 2007 by Scholastic Press,Historical,Brian Selznick
252,The Art of Discworld,4.35,5085,70,,English,128 pages,Paperback,Published October 17th 2006 by Harper Paperbacks (first published 2004),Fantasy,Terry Pratchett
253,1001 Paintings You Must See Before You Die,4.14,907,56,,English,960 pages,Hardcover,Published March 20th 2007 by Universe (first published 2006),Art,Stephen Farthing
254,Women Who Read Are Dangerous,3.87,1610,252,,English,149 pages,Hardcover,Published September 1st 2008 by Merrell Publishers (first published 2005),Nonfiction,Stefan Bollmann
255,Mix It Up!,4.36,4196,471,1.0,English,32 pages,Hardcover,Published September 16th 2014 by Chronicle Books (first published August 5th 2014),Childrens,Hervé Tullet
256,The Art of Tangled,4.39,6883,150,,English,160 pages,Hardcover,Published November 17th 2010 by Chronicle Books,Art,Jeff Kurtti
257,This Is Not a Pipe,3.85,2763,167,,English,112 pages,Paperback,Published August 16th 1983 by University of California Press (first published January 15th 1968),Philosophy,Michel Foucault
258,Drawing on the Artist Within,4.06,7335,37,,English,256 pages,Paperback,Published April 6th 1987 by Touchstone (first published 1986),Art,Betty Edwards
259,The Art of Amy Brown,4.06,11418,50,,English,160 pages,Paperback,Published January 25th 2010 by Chimera Publishing (first published September 1st 2003),Art,Amy Brown
260,The Book of Mistakes,4.24,4124,757,2.0,English,56 pages,Hardcover,Published April 18th 2017 by Rocky Pond Books,Childrens,Corinna Luyken
